2.19706E-01  2.19000E+02  2.00000E+00  5.16560E-01 
2.15720E-01  2.35500E+02  6.00000E-01  4.51960E-01 
2.65497E-01  2.18000E+02  3.40000E+00  4.63900E-01 
2.48644E-01  2.16200E+02  5.00000E+00  4.44160E-01 
2.22013E-01  2.25400E+02  3.10000E+00  5.91920E+00 
2.32840E-01  2.32100E+02  1.90000E+00  6.03720E+00 
2.23898E-01  2.23100E+02  8.00000E-01  1.92330E-01 
2.41230E-01  2.17000E+02  2.30000E+00  2.16860E-01 
1.63033E-01  2.29500E+02  4.00000E+00  8.08810E-02 
1.83242E-01  2.19300E+02  1.70000E+00  1.21080E-01 
1.73853E-01  2.32600E+02  2.50000E+00  1.17720E-01 
1.80344E-01  2.20500E+02  2.20000E+00  2.14780E-01 
3.16105E-01  2.33200E+02  2.40000E+00  6.65290E-01 
3.28508E-01  2.22400E+02  4.80000E+00  6.37680E-01 
3.05451E-01  2.23700E+02  1.70000E+00  6.05590E-01 
3.14453E-01  2.29100E+02  3.10000E+00  5.09460E-01 
2.88184E-01  2.12100E+02  1.60000E+00  4.37600E-01 
3.20887E-01  2.33500E+02  2.60000E+00  4.30870E-01 
3.14010E-01  2.14800E+02  4.20000E+00  3.25220E-01 
3.36562E-01  2.14800E+02  1.70000E+00  2.28810E-01 
3.38178E-01  2.24500E+02  2.60000E+00  1.32580E-01 
3.31759E-01  2.20500E+02  9.00000E-01  6.18870E+00 
3.64943E-01  2.18600E+02  8.00000E-01  1.20650E-01 
2.59306E-01  2.22300E+02  2.50000E+00  6.31110E-02 
2.77534E-01  2.22700E+02  1.60000E+00  2.28340E-01 
3.55781E-01  2.21400E+02  4.80000E+00  3.91130E-01 
3.56273E-01  2.24600E+02  4.40000E+00  2.68900E-01 
4.54908E-01  2.09100E+02  5.50000E+00  5.03930E-01 
4.40866E-01  2.29300E+02  3.20000E+00  4.13170E-01 
3.95604E-01  2.26900E+02  1.10000E+00  5.88590E+00 
3.86134E-01  2.20200E+02  1.30000E+00  6.09660E+00 
4.00490E-01  2.23900E+02  8.00000E-01  6.23790E+00 
3.43856E-01  2.26300E+02  4.90000E+00  6.02070E+00 
3.53872E-01  2.26500E+02  1.30000E+00  6.12420E+00 
3.47761E-01  2.29500E+02  3.80000E+00  6.18630E+00 
5.13105E-01  2.28400E+02  2.10000E+00  5.04710E-01 
4.93352E-01  2.29200E+02  3.40000E+00  4.88790E-01 
4.46596E-01  2.23600E+02  8.00000E-01  1.71560E-01 
5.59411E-01  2.05600E+02  1.40000E+00  4.25720E-01 
5.12627E-01  2.20100E+02  1.50000E+00  3.41290E-01 
4.65602E-01  2.22200E+02  2.20000E+00  1.30890E-01 
1.91379E-01  2.21800E+02  1.70000E+00  1.13850E-01 
2.08909E-01  2.14500E+02  7.90000E+00  2.37800E-01 
1.95399E-01  2.21200E+02  1.10000E+00  2.65740E-01 
3.07704E-01  2.33300E+02  7.20000E+00  3.95500E-01 
2.90311E-01  2.23400E+02  3.50000E+00  1.68280E-01 
2.50580E-01  2.29500E+02  1.90000E+00  1.31100E-01 
2.19814E-01  2.31800E+02  3.70000E+00  2.78600E+00 
2.12619E-01  2.14400E+02  2.00000E+00  2.80750E+00 
2.11149E-01  2.28000E+02  9.00000E-01  2.86440E+00 
2.12269E-01  2.11200E+02  6.00000E-01  2.94090E+00 
2.26180E-01  2.21600E+02  1.30000E+00  2.96070E+00 
1.98040E-01  2.20900E+02  1.70000E+00  2.59480E+00 
1.84154E-01  2.18800E+02  1.10000E+00  2.72320E+00 
1.70728E-01  2.19800E+02  2.90000E+00  2.74340E+00 
1.66516E-01  2.29400E+02  1.80000E+00  2.85450E+00 
1.51893E-01  2.24600E+02  4.80000E+00  2.88710E+00 
1.89776E-01  2.28800E+02  3.90000E+00  3.43960E+00 
1.74578E-01  2.13200E+02  4.70000E+00  3.35840E+00 
1.63544E-01  2.42700E+02  3.00000E+00  3.31220E+00 
1.51831E-01  2.28500E+02  7.00000E-01  3.14510E+00 
1.54171E-01  2.39600E+02  6.00000E-01  3.02990E+00 
2.14392E-01  2.25400E+02  2.20000E+00  3.30170E+00 
2.01269E-01  2.23700E+02  1.60000E+00  3.29050E+00 
1.85257E-01  2.10800E+02  1.50000E+00  3.08690E+00 
2.14301E-01  2.22800E+02  1.90000E+00  3.02040E+00 
1.96705E-01  2.30100E+02  2.60000E+00  2.91280E+00 
7.55533E-02  2.30200E+02  2.60000E+00  2.38780E+00 
9.02542E-02  2.25600E+02  4.20000E+00  2.81630E+00 
6.96140E-02  2.20500E+02  1.40000E+00  2.77620E+00 
2.32883E-01  2.17800E+02  4.10000E+00  1.72720E+00 
1.93271E-01  2.29700E+02  2.70000E+00  1.74250E+00 
1.54063E-01  2.20800E+02  4.90000E+00  1.77340E+00 
1.41843E-01  2.16100E+02  4.00000E+00  1.84060E+00 
5.73782E-02  2.19800E+02  1.60000E+00  2.23180E+00 
1.87705E-01  2.18500E+02  9.00000E-01  4.05180E+00 
1.62067E-01  2.29700E+02  4.10000E+00  3.81260E+00 
1.36853E-01  2.19200E+02  3.40000E+00  3.66050E+00 
8.60990E-02  2.21900E+02  1.00000E+00  3.30040E+00 
2.01011E-01  2.27600E+02  1.20000E+00  3.95860E+00 
1.86786E-01  2.11200E+02  3.00000E+00  3.94560E+00 
1.66949E-01  2.11600E+02  1.50000E+00  3.65480E+00 
1.54110E-01  2.21600E+02  8.00000E-01  3.57830E+00 
2.00317E-01  2.23200E+02  9.00000E-01  1.35380E+00 
1.71013E-01  2.17100E+02  2.30000E+00  1.33270E+00 
