1.76018E-02  -3.03910E+02 2.23000E+00  3.65530E+00 
4.68392E-02  -3.00780E+02 2.21000E+00  3.06200E+00 
6.03354E-02  -2.98190E+02 2.21000E+00  2.15690E+00 
6.55126E-02  -2.89500E+02 2.21000E+00  2.32240E+00 
6.82325E-02  -2.92950E+02 2.21000E+00  4.76270E+00 
7.20286E-02  -2.83550E+02 2.21000E+00  1.86370E+00 
4.75287E-02  -2.98190E+02 2.21000E+00  4.95690E+00 
1.01625E-01  -2.86160E+02 2.20000E+00  1.82950E+00 
3.99185E-02  -2.92470E+02 2.20000E+00  2.10850E+00 
7.03125E-02  -2.73920E+02 2.20000E+00  2.20620E+00 
6.52384E-02  -2.97720E+02 2.23000E+00  5.51640E+00 
6.58194E-02  -2.78620E+02 2.23000E+00  3.90390E+00 
1.10495E-01  -2.89580E+02 2.31000E+00  5.28210E+00 
5.61357E-02  -2.86310E+02 2.21000E+00  4.40390E+00 
1.12629E-01  -2.86980E+02 2.22000E+00  2.02460E+00 
8.57168E-02  -3.07520E+02 2.23000E+00  4.32470E+00 
4.02515E-02  -2.99940E+02 2.22000E+00  4.55500E+00 
8.03029E-02  -2.73280E+02 2.21000E+00  2.60640E+00 
5.88133E-02  -2.88910E+02 2.26000E+00  4.03750E+00 
1.46264E-01  -2.79230E+02 2.27000E+00  2.06720E+00 
1.45836E-01  -2.93770E+02 2.82000E+00  4.79900E+00 
4.58267E-02  -2.80190E+02 2.29000E+00  4.60690E+00 
2.01941E-02  -2.90790E+02 2.32000E+00  4.79210E+00 
3.02914E-02  -3.03410E+02 2.32000E+00  5.54080E+00 
3.46450E-02  -2.79210E+02 2.31000E+00  3.51640E+00 
3.65603E-02  -2.90670E+02 2.55000E+00  1.60800E+00 
6.03178E-02  -2.87040E+02 2.29000E+00  4.75140E+00 
1.47730E-02  -2.91990E+02 2.44000E+00  5.48030E+00 
6.90636E-02  -2.95260E+02 2.25000E+00  3.00020E+00 
1.31321E-01  -2.93690E+02 2.30000E+00  2.02270E+00 
8.65356E-02  -2.81710E+02 2.30000E+00  2.49010E+00 
4.28012E-02  -2.97150E+02 2.27000E+00  4.34270E+00 
2.16740E-02  -2.99850E+02 2.39000E+00  1.38300E+00 
3.93777E-02  -2.93490E+02 2.24000E+00  3.03400E+00 
9.18844E-02  -2.84550E+02 2.32000E+00  2.48290E+00 
1.40779E-01  -3.02120E+02 2.32000E+00  2.16380E+00 
8.62309E-02  -2.77980E+02 2.33000E+00  4.96270E+00 
7.41269E-02  -2.91330E+02 2.38000E+00  1.85610E+00 
8.55443E-02  -2.94290E+02 2.34000E+00  2.37440E+00 
1.49459E-01  -2.91760E+02 2.36000E+00  4.97440E+00 
1.65275E-01  -2.89040E+02 2.47000E+00  2.12120E+00 
1.10923E-01  -3.00940E+02 2.38000E+00  5.47740E+00 
4.36677E-02  -2.94240E+02 2.36000E+00  5.69360E+00 
6.65229E-02  -2.95350E+02 2.21000E+00  2.64710E+00 
1.20098E-01  -2.91590E+02 2.43000E+00  2.28390E+00 
8.06520E-02  -2.80140E+02 2.73000E+00  5.46560E+00 
1.39888E-02  -2.81160E+02 2.60000E+00  1.58690E-01 
2.77751E-02  -3.10070E+02 2.38000E+00  4.19670E+00 
1.37307E-01  -2.93650E+02 2.45000E+00  4.97050E+00 
1.20877E-01  -3.01990E+02 2.43000E+00  5.22750E+00 
1.22912E-01  -2.95720E+02 2.48000E+00  2.22590E+00 
3.19977E-02  -3.06340E+02 2.79000E+00  2.51160E+00 
7.20297E-02  -3.18400E+02 2.64000E+00  5.11590E+00 
