6.14228E-03  2.83300E+02  1.60000E+00  2.37921E+00 
1.37274E-02  2.94900E+02  1.90000E+00  2.13012E+00 
2.12186E-02  2.74100E+02  1.80000E+00  2.30468E+00 
3.24376E-02  2.81400E+02  1.80000E+00  9.64970E-01 
3.32170E-02  2.87400E+02  2.00000E+00  1.79760E-01 
3.73119E-02  2.64800E+02  1.90000E+00  4.95269E+00 
3.90066E-02  2.87800E+02  2.00000E+00  4.91873E+00 
4.54960E-02  2.88400E+02  2.00000E+00  5.26752E+00 
6.47774E-02  2.80800E+02  1.80000E+00  2.63567E+00 
6.39644E-02  2.91600E+02  1.70000E+00  1.42311E+00 
6.63475E-02  2.92900E+02  1.80000E+00  3.78865E+00 
7.47368E-02  2.95900E+02  2.80000E+00  2.96224E+00 
6.64467E-02  2.93900E+02  2.00000E+00  4.77925E+00 
6.73207E-02  2.85200E+02  1.80000E+00  4.67277E+00 
6.62291E-02  2.71800E+02  1.90000E+00  1.61750E-01 
8.05523E-02  2.83600E+02  2.10000E+00  2.94778E+00 
8.31091E-02  2.63100E+02  2.00000E+00  2.64780E+00 
8.18447E-02  2.78900E+02  2.10000E+00  3.46406E+00 
8.27253E-02  2.78500E+02  2.00000E+00  1.71950E+00 
8.44467E-02  2.97600E+02  1.90000E+00  3.50705E+00 
8.87135E-02  2.78600E+02  2.00000E+00  2.18539E+00 
8.02197E-02  2.85400E+02  1.80000E+00  8.96475E-01 
7.97907E-02  2.81200E+02  1.90000E+00  4.83961E+00 
8.68751E-02  2.86400E+02  1.80000E+00  3.90005E+00 
8.11712E-02  2.85200E+02  2.30000E+00  4.21502E-01 
8.94718E-02  2.77200E+02  1.80000E+00  4.47793E+00 
8.88532E-02  3.03600E+02  1.60000E+00  7.41266E-01 
1.02392E-01  2.83900E+02  2.00000E+00  2.58681E+00 
1.04798E-01  2.84000E+02  1.80000E+00  1.82435E+00 
9.59805E-02  2.77900E+02  1.80000E+00  6.01478E+00 
9.72889E-02  2.89300E+02  2.40000E+00  5.94673E+00 
1.09438E-01  2.77000E+02  1.70000E+00  1.52535E+00 
1.07631E-01  2.79500E+02  1.70000E+00  4.06998E+00 
1.07003E-01  2.71000E+02  2.00000E+00  1.03031E+00 
1.13590E-01  2.75700E+02  1.70000E+00  3.79942E+00 
1.13359E-01  2.81600E+02  2.10000E+00  4.13370E+00 
1.05610E-01  2.92700E+02  2.00000E+00  6.08565E+00 
1.27844E-01  2.75200E+02  2.20000E+00  2.41084E+00 
1.30165E-01  2.77700E+02  1.90000E+00  2.96184E+00 
1.28138E-01  3.00300E+02  6.50000E+00  1.88942E+00 
1.21596E-01  2.77900E+02  1.80000E+00  4.73429E+00 
1.27466E-01  2.75500E+02  2.00000E+00  1.05337E+00 
1.33357E-01  2.73300E+02  1.80000E+00  3.52932E+00 
1.37955E-01  2.86800E+02  2.00000E+00  1.55149E+00 
1.32806E-01  2.87800E+02  1.80000E+00  4.76858E+00 
1.44756E-01  2.89600E+02  1.80000E+00  2.44858E+00 
1.43513E-01  2.80900E+02  2.10000E+00  3.53235E+00 
1.47873E-01  2.99300E+02  2.30000E+00  2.65269E+00 
1.32318E-01  2.91500E+02  2.90000E+00  5.60489E+00 
1.38544E-01  2.88000E+02  2.00000E+00  4.45701E+00 
1.50185E-01  2.84700E+02  1.80000E+00  2.79064E+00 
1.47951E-01  2.89100E+02  1.80000E+00  1.43837E+00 
1.45339E-01  2.82700E+02  1.90000E+00  1.06847E+00 
1.40250E-01  2.89200E+02  2.00000E+00  6.06010E+00 
1.56982E-01  2.81100E+02  2.00000E+00  2.17620E+00 
1.52239E-01  2.93300E+02  1.80000E+00  1.22568E+00 
1.49089E-01  2.91800E+02  2.10000E+00  4.86911E+00 
1.62204E-01  2.69100E+02  1.70000E+00  2.96508E+00 
1.63471E-01  2.84000E+02  1.90000E+00  3.50546E+00 
1.55257E-01  2.96100E+02  1.80000E+00  4.60806E+00 
1.52725E-01  2.67600E+02  2.10000E+00  4.36623E-02 
1.67491E-01  3.08300E+02  2.60000E+00  2.17275E+00 
1.55385E-01  3.01400E+02  1.90000E+00  5.08079E+00 
1.64056E-01  2.89000E+02  2.00000E+00  1.27305E+00 
1.69183E-01  2.97600E+02  2.70000E+00  1.87684E+00 
1.59694E-01  2.86800E+02  2.00000E+00  5.78132E-01 
1.70313E-01  2.88500E+02  1.70000E+00  3.76031E+00 
1.59317E-01  3.11100E+02  3.70000E+00  5.78767E+00 
1.70888E-01  2.84200E+02  1.80000E+00  3.74150E+00 
1.66533E-01  2.82000E+02  1.90000E+00  4.90342E+00 
1.75619E-01  2.84400E+02  1.90000E+00  3.89948E+00 
1.76126E-01  2.99500E+02  2.00000E+00  3.82626E+00 
1.79174E-01  2.96500E+02  1.70000E+00  3.46300E+00 
1.83285E-01  2.75600E+02  1.80000E+00  2.55424E+00 
1.83177E-01  2.83400E+02  1.80000E+00  3.02287E+00 
1.73926E-01  2.73700E+02  1.80000E+00  4.51811E+00 
1.84743E-01  2.81700E+02  2.90000E+00  2.97683E+00 
1.84077E-01  2.86900E+02  1.80000E+00  3.22135E+00 
1.84399E-01  2.77600E+02  1.60000E+00  3.15671E+00 
1.86557E-01  2.87200E+02  1.90000E+00  2.57283E+00 
1.84561E-01  2.69800E+02  1.90000E+00  1.71468E+00 
1.88596E-01  2.85200E+02  1.70000E+00  2.04405E+00 
1.76052E-01  2.81600E+02  1.90000E+00  5.97037E+00 
1.85070E-01  2.78900E+02  2.00000E+00  4.09155E+00 
1.79461E-01  2.92500E+02  2.80000E+00  4.97474E+00 
1.88318E-01  2.93900E+02  1.80000E+00  4.16908E+00 
1.86307E-01  2.76400E+02  1.80000E+00  4.80884E+00 
1.92791E-01  2.83900E+02  2.10000E+00  3.95700E+00 
1.86626E-01  2.80700E+02  1.90000E+00  3.82004E-01 
1.97097E-01  2.73900E+02  1.60000E+00  3.97250E+00 
1.99473E-01  2.95600E+02  2.50000E+00  9.94544E-01 
2.06376E-01  2.93300E+02  2.00000E+00  1.54154E+00 
2.08390E-01  2.81900E+02  1.80000E+00  3.71726E+00 
2.08863E-01  2.91900E+02  1.90000E+00  1.51976E+00 
2.02277E-01  2.89100E+02  2.10000E+00  6.15218E+00 
2.10975E-01  2.95000E+02  1.80000E+00  6.43932E-01 
2.22117E-01  2.71200E+02  1.90000E+00  3.40887E+00 
2.10376E-01  2.78000E+02  1.80000E+00  6.15086E+00 
2.25754E-01  2.70700E+02  1.70000E+00  2.27710E+00 
2.25447E-01  2.89500E+02  2.00000E+00  3.28020E+00 
2.27117E-01  2.82400E+02  1.60000E+00  2.57803E+00 
2.26617E-01  2.71000E+02  4.90000E+00  2.14585E+00 
2.23152E-01  2.91600E+02  2.10000E+00  1.26190E+00 
2.30549E-01  2.92600E+02  2.10000E+00  3.27128E+00 
2.18376E-01  2.73500E+02  1.90000E+00  2.87563E-01 
2.32752E-01  2.85400E+02  2.00000E+00  1.78610E+00 
2.22572E-01  3.00800E+02  2.10000E+00  5.31489E+00 
2.26172E-01  2.84900E+02  1.90000E+00  1.07384E-01 
2.32503E-01  2.96200E+02  3.90000E+00  9.52367E-01 
2.36530E-01  2.79600E+02  1.80000E+00  3.87959E+00 
