1.09084E-01  -2.46480E+02 2.21000E+00  5.50860E-01 
1.12989E-01  -2.32240E+02 2.20000E+00  6.20020E+00 
2.59953E-01  -2.50720E+02 2.21000E+00  9.79420E-01 
2.12582E-01  -2.38140E+02 2.23000E+00  1.03700E+00 
1.97368E-01  -2.42730E+02 2.42000E+00  7.85820E-01 
1.52281E-01  -2.37800E+02 2.30000E+00  1.06680E+00 
1.50708E-01  -2.40910E+02 2.24000E+00  7.37580E-01 
1.85428E-01  -2.43840E+02 2.23000E+00  7.50980E-01 
8.25257E-02  -2.31560E+02 2.24000E+00  4.27550E-01 
2.24772E-01  -2.38430E+02 2.26000E+00  1.01070E+00 
1.92364E-01  -2.44020E+02 2.25000E+00  9.99540E-01 
1.59926E-01  -2.64260E+02 2.63000E+00  1.14000E+00 
1.80633E-01  -2.39980E+02 2.32000E+00  1.07240E+00 
2.15043E-01  -2.44070E+02 2.26000E+00  9.87290E-01 
1.27370E-01  -2.46070E+02 2.31000E+00  5.31310E-02 
1.86250E-01  -2.56040E+02 2.27000E+00  7.58190E-01 
1.04032E-01  -2.46490E+02 3.00000E+00  5.96220E+00 
2.14801E-01  -2.42680E+02 2.34000E+00  9.06490E-01 
1.77753E-01  -2.54580E+02 2.58000E+00  9.44640E-01 
1.14180E-01  -2.39570E+02 2.62000E+00  6.28250E+00 
1.60526E-01  -2.35710E+02 2.49000E+00  8.11650E-01 
1.40613E-01  -2.21840E+02 2.48000E+00  3.42630E-01 
2.24116E-01  -2.31060E+02 2.57000E+00  8.55950E-01 
2.31760E-01  -2.40870E+02 2.51000E+00  8.73740E-01 
1.87096E-01  -2.36820E+02 4.64000E+00  1.10890E+00 
1.65556E-01  -2.31220E+02 3.35000E+00  1.08380E+00 
1.23689E-01  -2.35730E+02 2.91000E+00  8.38040E-01 
1.70989E-01  -2.51060E+02 4.24000E+00  7.78740E-01 
1.20855E-01  -2.46660E+02 2.70000E+00  5.37410E-01 
1.80283E-01  -2.32510E+02 3.63000E+00  9.62740E-01 
2.35068E-01  -2.36550E+02 5.76000E+00  1.06970E+00 
8.74043E-02  -2.50220E+02 5.27000E+00  6.27450E+00 
1.35650E-01  -2.40590E+02 5.44000E+00  9.21790E-01 
6.86120E-02  -2.35170E+02 3.97000E+00  5.32210E-03 
1.45188E-01  -2.24930E+02 7.31000E+00  8.60940E-01 
1.27014E-01  -2.28760E+02 5.54000E+00  7.43010E-01 
1.16602E-01  -2.40410E+02 4.22000E+00  7.14730E-01 
1.01838E-01  -2.34580E+02 5.40000E+00  2.00670E-01 
1.28726E-01  -2.34440E+02 4.02000E+00  4.44640E-01 
