5.05553E-02  -1.16410E+02 2.33000E+00  2.96700E+00 
3.79974E-02  -1.31800E+02 2.26000E+00  2.73490E+00 
1.95513E-02  -1.31270E+02 2.30000E+00  3.02340E+00 
7.12309E-02  -1.27580E+02 2.94000E+00  2.67070E+00 
8.07328E-03  -1.29830E+02 3.07000E+00  9.48670E-01 
4.91973E-03  -1.20330E+02 2.64000E+00  1.14660E+00 
2.78300E-02  -1.24460E+02 2.80000E+00  2.69260E+00 
1.87734E-02  -1.30040E+02 2.57000E+00  4.69330E+00 
5.86013E-02  -1.14420E+02 7.87000E+00  4.44910E+00 
2.96323E-02  -1.27050E+02 5.43000E+00  2.06490E+00 
4.97144E-02  -1.29620E+02 2.23000E+00  2.08550E+00 
3.69181E-02  -1.30590E+02 3.25000E+00  4.87280E+00 
1.83051E-02  -1.17530E+02 7.18000E+00  2.65020E+00 
8.33746E-02  -1.25460E+02 2.60000E+00  3.67380E+00 
2.73142E-02  -1.24520E+02 2.99000E+00  3.96710E+00 
5.01492E-02  -1.31650E+02 7.23000E+00  3.71780E+00 
4.96787E-02  -1.30250E+02 2.36000E+00  2.08590E+00 
6.51324E-03  -1.20280E+02 2.35000E+00  2.00490E+00 
1.72651E-02  -1.23010E+02 3.20000E+00  5.81740E+00 
1.14886E-02  -1.27840E+02 3.03000E+00  4.86330E+00 
