1.11348E-02  -5.35000E+00 2.22000E+00  4.10860E+00 
5.39303E-02  -1.85200E+01 2.22000E+00  1.22670E-01 
3.93448E-02  -1.32700E+01 2.20000E+00  3.63640E-01 
3.31740E-02  -7.38000E+00 2.21000E+00  2.07890E+00 
7.34247E-02  -1.11400E+01 2.65000E+00  4.37640E+00 
5.45970E-02  -2.13000E+00 2.38000E+00  5.73700E+00 
1.61477E-02  -1.81600E+01 6.84000E+00  3.54070E+00 
8.23708E-03  -9.38000E+00 3.59000E+00  2.70070E+00 
2.01564E-02  -1.31200E+01 3.00000E+00  3.20090E+00 
1.24245E-02  -8.93000E+00 3.89000E+00  3.77980E+00 
6.97701E-02  -4.86000E+00 2.70000E+00  1.48940E+00 
4.41724E-03  -5.57000E+00 5.06000E+00  1.79060E+00 
4.10540E-02  -3.76000E+00 2.72000E+00  3.19910E+00 
3.37745E-02  -1.89300E+01 3.66000E+00  1.83250E-01 
1.72469E-02  -1.63900E+01 3.86000E+00  3.73140E-01 
1.35268E-02  -7.60000E+00 3.23000E+00  2.25920E+00 
7.17796E-02  -1.58000E+01 5.13000E+00  6.19470E+00 
1.05171E-01  -2.41800E+01 2.74000E+00  5.97300E+00 
4.32017E-02  -1.53400E+01 3.79000E+00  3.29280E+00 
1.76825E-02  -2.11900E+01 3.05000E+00  5.38830E+00 
1.76825E-02  -1.28600E+01 4.59000E+00  5.38830E+00 
1.58903E-02  -1.59100E+01 5.34000E+00  3.15450E+00 
8.21272E-03  -1.04600E+01 6.58000E+00  2.16500E-01 
6.39820E-03  -1.36700E+01 5.10000E+00  5.86130E+00 
2.85325E-02  -1.90900E+01 7.16000E+00  3.68790E+00 
6.57421E-02  -1.84000E+01 4.65000E+00  3.31190E+00 
5.36140E-02  -1.59800E+01 3.47000E+00  6.02500E+00 
2.72259E-02  -1.89300E+01 8.81000E+00  5.84750E-01 
3.15317E-02  -4.83000E+00 5.04000E+00  4.00640E+00 
1.40334E-02  -2.34500E+01 3.67000E+00  6.17470E+00 
5.74398E-02  -8.00000E+00 4.75000E+00  6.72500E-02 
2.50603E-02  -1.04800E+01 4.84000E+00  4.16780E+00 
1.13917E-02  -3.64000E+00 4.66000E+00  4.37030E-01 
3.26602E-02  -1.48400E+01 4.76000E+00  3.63770E+00 
2.96351E-02  -2.36900E+01 9.19000E+00  1.52210E+00 
1.68892E-02  -1.92900E+01 7.78000E+00  3.16400E+00 
5.02441E-02  -1.97400E+01 6.46000E+00  3.99970E+00 
3.56512E-02  -1.71100E+01 5.04000E+00  3.89260E-01 
1.19748E-02  -9.98000E+00 4.64000E+00  3.33780E+00 
1.49550E-02  -5.62000E+00 8.99000E+00  3.42940E+00 
2.10875E-02  -1.97400E+01 7.42000E+00  3.61690E+00 
4.65065E-02  -1.80900E+01 8.57000E+00  6.03240E+00 
5.07689E-02  -1.60700E+01 5.60000E+00  3.46750E+00 
3.21845E-02  -9.46000E+00 5.53000E+00  6.27060E+00 
2.54566E-02  -1.68600E+01 6.40000E+00  3.88970E+00 
